date,customer_id,product,price,quantity,coupon_code,shipping_city,discount,net_price,revenue,transaction_key,order_year,order_month,is_high_discount,product_initial
2010-07-26,CUST00182,Personal Care,81.73,4909,PROMO10,toronto,0.1,73.557,361091.313,20100726_CUST00182_PersonalCare,2010,7,1,P
2015-12-24,CUST00183,Personal Care,81.73,7539,PROMO11,sydney,0.11,72.7397,548384.5983,20151224_CUST00183_PersonalCare,2015,12,1,P
2016-05-15,CUST00184,Office Supplies,651.21,917,DISCOUNT5,berlin,0.05,618.6495,567301.5915,20160515_CUST00184_OfficeSupplies,2016,5,0,O
2010-11-03,CUST00185,Meat,421.89,2079,SAVE20,paris,0.2,337.512,701687.448,20101103_CUST00185_Meat,2010,11,1,M
2010-12-01,CUST00186,Meat,421.89,5093,PROMO11,paris,0.11,375.4821,1912330.3353,20101201_CUST00186_Meat,2010,12,1,M
2014-01-16,CUST00187,Snacks,152.58,6056,PROMO11,mumbai,0.11,135.79620000000003,822381.7872000001,20140116_CUST00187_Snacks,2014,1,1,S
2014-12-11,CUST00188,Baby Food,255.28,8099,SAVE20,toronto,0.2,204.22400000000002,1654010.1760000002,20141211_CUST00188_BabyFood,2014,12,1,B
2016-12-24,CUST00189,Cosmetics,437.2,6384,PROMO10,tokyo,0.1,393.48,2511976.3200000003,20161224_CUST00189_Cosmetics,2016,12,1,C
2013-03-21,CUST00190,Household,668.27,3101,PROMO11,dubai,0.11,594.7603,1844351.6903000001,20130321_CUST00190_Household,2013,3,1,H
2012-12-08,CUST00191,Personal Care,81.73,2476,DISCOUNT5,london,0.05,77.6435,192245.306,20121208_CUST00191_PersonalCare,2012,12,0,P
2015-02-13,CUST00192,Baby Food,255.28,5763,PROMO11,sydney,0.11,227.1992,1309348.9896,20150213_CUST00192_BabyFood,2015,2,1,B
2012-03-28,CUST00193,Beverages,47.45,6247,FREESHIP,new york,0.0,47.45,296420.15,20120328_CUST00193_Beverages,2012,3,0,B
2016-10-07,CUST00194,Vegetables,154.06,4247,PROMO11,sydney,0.11,137.1134,582320.6098000001,20161007_CUST00194_Vegetables,2016,10,1,V
2011-12-15,CUST00195,Beverages,47.45,2111,PROMO10,paris,0.1,42.705000000000005,90150.255,20111215_CUST00195_Beverages,2011,12,1,B
2016-03-08,CUST00196,Household,668.27,9219,FREESHIP,mexico city,0.0,668.27,6160781.13,20160308_CUST00196_Household,2016,3,0,H
2011-01-18,CUST00197,Baby Food,255.28,6982,DISCOUNT5,tokyo,0.05,242.516,1693246.7119999998,20110118_CUST00197_BabyFood,2011,1,0,B
2013-04-11,CUST00198,Clothes,109.28,3843,PROMO11,paris,0.11,97.2592,373767.1056,20130411_CUST00198_Clothes,2013,4,1,C
2010-05-18,CUST00199,Fruits,9.33,274,PROMO11,toronto,0.11,8.303700000000001,2275.2138000000004,20100518_CUST00199_Fruits,2010,5,1,F
2017-06-05,CUST00200,Cereal,205.7,3782,SAVE20,toronto,0.2,164.56,622365.92,20170605_CUST00200_Cereal,2017,6,1,C
2012-09-11,CUST00201,Personal Care,81.73,3901,SAVE20,london,0.2,65.384,255062.984,20120911_CUST00201_PersonalCare,2012,9,1,P
2017-03-08,CUST00202,Baby Food,255.28,7200,FREESHIP,toronto,0.0,255.28,1838016.0,20170308_CUST00202_BabyFood,2017,3,0,B
2015-01-28,CUST00203,Household,668.27,2278,PROMO10,dubai,0.1,601.443,1370087.1539999999,20150128_CUST00203_Household,2015,1,1,H
2010-07-26,CUST00204,Personal Care,81.73,4763,DISCOUNT5,london,0.05,77.6435,369815.9905,20100726_CUST00204_PersonalCare,2010,7,0,P
2016-06-24,CUST00205,Snacks,152.58,2317,SAVE20,sydney,0.2,122.06400000000002,282822.28800000006,20160624_CUST00205_Snacks,2016,6,1,S
2012-08-18,CUST00206,Meat,421.89,9633,PROMO11,mumbai,0.11,375.4821,3617019.0693,20120818_CUST00206_Meat,2012,8,1,M
2010-03-11,CUST00207,Vegetables,154.06,3434,SAVE20,mexico city,0.2,123.248,423233.63200000004,20100311_CUST00207_Vegetables,2010,3,1,V
2010-01-14,CUST00208,Vegetables,154.06,7475,DISCOUNT5,dubai,0.05,146.357,1094018.575,20100114_CUST00208_Vegetables,2010,1,0,V
2014-02-10,CUST00209,Cereal,205.7,7542,DISCOUNT5,paris,0.05,195.415,1473819.93,20140210_CUST00209_Cereal,2014,2,0,C
2014-01-21,CUST00210,Vegetables,154.06,6452,PROMO11,tokyo,0.11,137.1134,884655.6568000001,20140121_CUST00210_Vegetables,2014,1,1,V
2010-02-28,CUST00211,Household,668.27,9055,FREESHIP,new york,0.0,668.27,6051184.85,20100228_CUST00211_Household,2010,2,0,H
2015-02-18,CUST00212,Personal Care,81.73,7230,PROMO10,mexico city,0.1,73.557,531817.11,20150218_CUST00212_PersonalCare,2015,2,1,P
2012-06-14,CUST00213,Office Supplies,651.21,4888,PROMO11,sydney,0.11,579.5769,2832971.8872,20120614_CUST00213_OfficeSupplies,2012,6,1,O
2013-03-05,CUST00214,Clothes,109.28,2972,FREESHIP,dubai,0.0,109.28,324780.16,20130305_CUST00214_Clothes,2013,3,0,C
2014-04-10,CUST00215,Household,668.27,4455,PROMO10,tokyo,0.1,601.443,2679428.565,20140410_CUST00215_Household,2014,4,1,H
2017-07-26,CUST00216,Meat,421.89,9341,DISCOUNT5,toronto,0.05,400.79549999999995,3743830.7654999993,20170726_CUST00216_Meat,2017,7,0,M
2010-10-19,CUST00217,Fruits,9.33,9669,PROMO11,sydney,0.11,8.303700000000001,80288.4753,20101019_CUST00217_Fruits,2010,10,1,F
2016-11-08,CUST00218,Baby Food,255.28,4503,PROMO10,mexico city,0.1,229.752,1034573.256,20161108_CUST00218_BabyFood,2016,11,1,B
2014-03-31,CUST00219,Clothes,109.28,4944,FREESHIP,new york,0.0,109.28,540280.32,20140331_CUST00219_Clothes,2014,3,0,C
2016-08-18,CUST00220,Vegetables,154.06,9121,FREESHIP,berlin,0.0,154.06,1405181.26,20160818_CUST00220_Vegetables,2016,8,0,V
2016-01-03,CUST00221,Personal Care,81.73,7196,SAVE20,mexico city,0.2,65.384,470503.264,20160103_CUST00221_PersonalCare,2016,1,1,P
2016-10-21,CUST00222,Fruits,9.33,6360,FREESHIP,london,0.0,9.33,59338.8,20161021_CUST00222_Fruits,2016,10,0,F
2016-12-10,CUST00223,Baby Food,255.28,5837,PROMO10,sydney,0.1,229.752,1341062.424,20161210_CUST00223_BabyFood,2016,12,1,B
2011-08-12,CUST00224,Vegetables,154.06,1882,SAVE20,dubai,0.2,123.248,231952.736,20110812_CUST00224_Vegetables,2011,8,1,V
2012-03-23,CUST00225,Clothes,109.28,2782,FREESHIP,sydney,0.0,109.28,304016.96,20120323_CUST00225_Clothes,2012,3,0,C
2012-04-27,CUST00226,Snacks,152.58,3853,SAVE20,mumbai,0.2,122.06400000000002,470312.59200000006,20120427_CUST00226_Snacks,2012,4,1,S
2014-01-29,CUST00227,Household,668.27,2445,PROMO11,mexico city,0.11,594.7603,1454188.9335,20140129_CUST00227_Household,2014,1,1,H
2016-12-13,CUST00228,Household,668.27,2936,PROMO10,tokyo,0.1,601.443,1765836.648,20161213_CUST00228_Household,2016,12,1,H
2013-11-21,CUST00229,Baby Food,255.28,1739,DISCOUNT5,mexico city,0.05,242.516,421735.32399999996,20131121_CUST00229_BabyFood,2013,11,0,B
2010-04-07,CUST00230,Clothes,109.28,2296,DISCOUNT5,new york,0.05,103.816,238361.536,20100407_CUST00230_Clothes,2010,4,0,C
2012-07-08,CUST00231,Baby Food,255.28,80,PROMO11,dubai,0.11,227.1992,18175.935999999998,20120708_CUST00231_BabyFood,2012,7,1,B
2016-10-15,CUST00232,Personal Care,81.73,7597,SAVE20,mexico city,0.2,65.384,496722.248,20161015_CUST00232_PersonalCare,2016,10,1,P
2012-09-18,CUST00233,Meat,421.89,9381,FREESHIP,toronto,0.0,421.89,3957750.09,20120918_CUST00233_Meat,2012,9,0,M
2017-07-02,CUST00234,Office Supplies,651.21,7002,PROMO10,new york,0.1,586.089,4103795.1780000003,20170702_CUST00234_OfficeSupplies,2017,7,1,O
2011-07-21,CUST00235,Cosmetics,437.2,4056,PROMO11,london,0.11,389.108,1578222.048,20110721_CUST00235_Cosmetics,2011,7,1,C
2010-06-01,CUST00236,Vegetables,154.06,1175,SAVE20,dubai,0.2,123.248,144816.4,20100601_CUST00236_Vegetables,2010,6,1,V
2015-07-26,CUST00237,Office Supplies,651.21,1020,PROMO10,toronto,0.1,586.089,597810.78,20150726_CUST00237_OfficeSupplies,2015,7,1,O
2010-08-06,CUST00238,Baby Food,255.28,3282,PROMO11,tokyo,0.11,227.1992,745667.7744,20100806_CUST00238_BabyFood,2010,8,1,B
2010-06-20,CUST00239,Office Supplies,651.21,9685,DISCOUNT5,mumbai,0.05,618.6495,5991620.4075,20100620_CUST00239_OfficeSupplies,2010,6,0,O
2012-04-08,CUST00240,Cereal,205.7,8985,SAVE20,dubai,0.2,164.56,1478571.6,20120408_CUST00240_Cereal,2012,4,1,C
2014-02-27,CUST00241,Cereal,205.7,1967,SAVE20,new york,0.2,164.56,323689.52,20140227_CUST00241_Cereal,2014,2,1,C
2011-07-25,CUST00242,Household,668.27,6449,SAVE20,toronto,0.2,534.616,3447738.584,20110725_CUST00242_Household,2011,7,1,H
2016-02-18,CUST00243,Baby Food,255.28,2279,SAVE20,mexico city,0.2,204.22400000000002,465426.49600000004,20160218_CUST00243_BabyFood,2016,2,1,B
2014-01-24,CUST00244,Baby Food,255.28,6338,FREESHIP,tokyo,0.0,255.28,1617964.64,20140124_CUST00244_BabyFood,2014,1,0,B
2015-05-10,CUST00245,Personal Care,81.73,7536,PROMO10,tokyo,0.1,73.557,554325.552,20150510_CUST00245_PersonalCare,2015,5,1,P
2012-02-13,CUST00246,Clothes,109.28,1816,DISCOUNT5,london,0.05,103.816,188529.856,20120213_CUST00246_Clothes,2012,2,0,C
2012-09-07,CUST00247,Cereal,205.7,7151,PROMO11,berlin,0.11,183.07299999999998,1309155.0229999998,20120907_CUST00247_Cereal,2012,9,1,C
2015-02-04,CUST00248,Office Supplies,651.21,8547,DISCOUNT5,london,0.05,618.6495,5287597.2765,20150204_CUST00248_OfficeSupplies,2015,2,0,O
2010-11-16,CUST00249,Fruits,9.33,3039,PROMO10,sydney,0.1,8.397,25518.483,20101116_CUST00249_Fruits,2010,11,1,F
2011-07-20,CUST00250,Vegetables,154.06,4695,DISCOUNT5,berlin,0.05,146.357,687146.115,20110720_CUST00250_Vegetables,2011,7,0,V
2014-07-26,CUST00251,Beverages,47.45,9614,PROMO11,sydney,0.11,42.230500000000006,406004.02700000006,20140726_CUST00251_Beverages,2014,7,1,B
2014-08-24,CUST00252,Meat,421.89,924,DISCOUNT5,dubai,0.05,400.79549999999995,370335.04199999996,20140824_CUST00252_Meat,2014,8,0,M
2015-02-25,CUST00253,Vegetables,154.06,3789,SAVE20,toronto,0.2,123.248,466986.672,20150225_CUST00253_Vegetables,2015,2,1,V
2016-09-21,CUST00254,Household,668.27,399,DISCOUNT5,new york,0.05,634.8565,253307.74349999998,20160921_CUST00254_Household,2016,9,0,H
2013-06-28,CUST00255,Household,668.27,4979,SAVE20,toronto,0.2,534.616,2661853.064,20130628_CUST00255_Household,2013,6,1,H
2012-01-05,CUST00256,Meat,421.89,8783,PROMO11,new york,0.11,375.4821,3297859.2843,20120105_CUST00256_Meat,2012,1,1,M
2012-05-01,CUST00257,Beverages,47.45,5098,FREESHIP,paris,0.0,47.45,241900.1,20120501_CUST00257_Beverages,2012,5,0,B
2011-10-13,CUST00258,Cereal,205.7,4240,FREESHIP,new york,0.0,205.7,872168.0,20111013_CUST00258_Cereal,2011,10,0,C
2016-04-27,CUST00259,Household,668.27,8559,PROMO11,mumbai,0.11,594.7603,5090553.4077,20160427_CUST00259_Household,2016,4,1,H
2014-01-19,CUST00260,Meat,421.89,7435,SAVE20,mexico city,0.2,337.512,2509401.72,20140119_CUST00260_Meat,2014,1,1,M
2016-11-06,CUST00261,Fruits,9.33,2278,PROMO11,sydney,0.11,8.303700000000001,18915.8286,20161106_CUST00261_Fruits,2016,11,1,F
2011-02-28,CUST00262,Household,668.27,1531,PROMO10,tokyo,0.1,601.443,920809.233,20110228_CUST00262_Household,2011,2,1,H
2014-10-11,CUST00263,Baby Food,255.28,5668,SAVE20,dubai,0.2,204.22400000000002,1157541.6320000002,20141011_CUST00263_BabyFood,2014,10,1,B
2012-06-25,CUST00264,Beverages,47.45,2193,DISCOUNT5,dubai,0.05,45.0775,98854.9575,20120625_CUST00264_Beverages,2012,6,0,B
2012-11-06,CUST00265,Household,668.27,642,PROMO10,mexico city,0.1,601.443,386126.406,20121106_CUST00265_Household,2012,11,1,H
2014-02-24,CUST00266,Household,668.27,7584,PROMO10,berlin,0.1,601.443,4561343.712,20140224_CUST00266_Household,2014,2,1,H
2015-09-19,CUST00267,Baby Food,255.28,1616,FREESHIP,berlin,0.0,255.28,412532.48,20150919_CUST00267_BabyFood,2015,9,0,B
2014-03-04,CUST00268,Snacks,152.58,8369,SAVE20,new york,0.2,122.06400000000002,1021553.6160000002,20140304_CUST00268_Snacks,2014,3,1,S
2014-10-08,CUST00269,Fruits,9.33,5503,PROMO11,berlin,0.11,8.303700000000001,45695.2611,20141008_CUST00269_Fruits,2014,10,1,F
2012-06-19,CUST00270,Vegetables,154.06,7712,FREESHIP,berlin,0.0,154.06,1188110.72,20120619_CUST00270_Vegetables,2012,6,0,V
2010-11-11,CUST00271,Clothes,109.28,1718,SAVE20,tokyo,0.2,87.424,150194.432,20101111_CUST00271_Clothes,2010,11,1,C
2010-11-01,CUST00272,Personal Care,81.73,1276,PROMO11,london,0.11,72.7397,92815.8572,20101101_CUST00272_PersonalCare,2010,11,1,P
2014-04-28,CUST00273,Vegetables,154.06,2173,SAVE20,tokyo,0.2,123.248,267817.90400000004,20140428_CUST00273_Vegetables,2014,4,1,V
2012-12-22,CUST00274,Snacks,152.58,7227,PROMO10,sydney,0.1,137.322,992426.094,20121222_CUST00274_Snacks,2012,12,1,S
2014-08-25,CUST00275,Household,668.27,1285,DISCOUNT5,dubai,0.05,634.8565,815790.6024999999,20140825_CUST00275_Household,2014,8,0,H
2016-11-26,CUST00276,Fruits,9.33,6227,FREESHIP,sydney,0.0,9.33,58097.91,20161126_CUST00276_Fruits,2016,11,0,F
2010-10-20,CUST00277,Cereal,205.7,5965,FREESHIP,tokyo,0.0,205.7,1227000.5,20101020_CUST00277_Cereal,2010,10,0,C
2014-12-18,CUST00278,Meat,421.89,1441,SAVE20,berlin,0.2,337.512,486354.792,20141218_CUST00278_Meat,2014,12,1,M
2011-03-20,CUST00279,Clothes,109.28,5629,PROMO11,paris,0.11,97.2592,547472.0368,20110320_CUST00279_Clothes,2011,3,1,C
2016-07-12,CUST00280,Cosmetics,437.2,8534,FREESHIP,toronto,0.0,437.2,3731064.8,20160712_CUST00280_Cosmetics,2016,7,0,C
2011-01-26,CUST00281,Household,668.27,2191,FREESHIP,mumbai,0.0,668.27,1464179.57,20110126_CUST00281_Household,2011,1,0,H
2010-02-24,CUST00282,Office Supplies,651.21,5668,DISCOUNT5,berlin,0.05,618.6495,3506505.366,20100224_CUST00282_OfficeSupplies,2010,2,0,O
2015-01-02,CUST00283,Vegetables,154.06,64,FREESHIP,paris,0.0,154.06,9859.84,20150102_CUST00283_Vegetables,2015,1,0,V
2016-07-26,CUST00284,Office Supplies,651.21,3509,PROMO10,berlin,0.1,586.089,2056586.3010000002,20160726_CUST00284_OfficeSupplies,2016,7,1,O
2014-06-01,CUST00285,Vegetables,154.06,6163,PROMO10,tokyo,0.1,138.654,854524.602,20140601_CUST00285_Vegetables,2014,6,1,V
2012-12-21,CUST00286,Beverages,47.45,5220,PROMO11,toronto,0.11,42.230500000000006,220443.21000000002,20121221_CUST00286_Beverages,2012,12,1,B
2010-02-27,CUST00287,Household,668.27,9902,SAVE20,new york,0.2,534.616,5293767.632,20100227_CUST00287_Household,2010,2,1,H
2016-04-24,CUST00288,Vegetables,154.06,6465,DISCOUNT5,mumbai,0.05,146.357,946198.005,20160424_CUST00288_Vegetables,2016,4,0,V
2012-07-22,CUST00289,Vegetables,154.06,3195,DISCOUNT5,london,0.05,146.357,467610.615,20120722_CUST00289_Vegetables,2012,7,0,V
2015-02-22,CUST00290,Cereal,205.7,5409,FREESHIP,berlin,0.0,205.7,1112631.3,20150222_CUST00290_Cereal,2015,2,0,C
2011-02-10,CUST00291,Beverages,47.45,455,FREESHIP,paris,0.0,47.45,21589.75,20110210_CUST00291_Beverages,2011,2,0,B
2015-01-21,CUST00292,Cosmetics,437.2,2715,PROMO10,mumbai,0.1,393.48,1068298.2,20150121_CUST00292_Cosmetics,2015,1,1,C
2012-05-10,CUST00293,Beverages,47.45,8598,DISCOUNT5,mexico city,0.05,45.0775,387576.34500000003,20120510_CUST00293_Beverages,2012,5,0,B
2015-12-16,CUST00294,Vegetables,154.06,1547,PROMO11,tokyo,0.11,137.1134,212114.4298,20151216_CUST00294_Vegetables,2015,12,1,V
2017-02-25,CUST00295,Vegetables,154.06,7036,PROMO11,paris,0.11,137.1134,964729.8824000001,20170225_CUST00295_Vegetables,2017,2,1,V
2012-01-31,CUST00296,Baby Food,255.28,7570,PROMO11,new york,0.11,227.1992,1719897.944,20120131_CUST00296_BabyFood,2012,1,1,B
2013-02-07,CUST00297,Cosmetics,437.2,7685,SAVE20,dubai,0.2,349.76,2687905.6,20130207_CUST00297_Cosmetics,2013,2,1,C
2014-09-14,CUST00298,Household,668.27,8948,PROMO10,mumbai,0.1,601.443,5381711.964,20140914_CUST00298_Household,2014,9,1,H
2012-06-05,CUST00299,Cereal,205.7,4957,DISCOUNT5,sydney,0.05,195.415,968672.1549999999,20120605_CUST00299_Cereal,2012,6,0,C
2014-04-05,CUST00300,Cosmetics,437.2,6344,FREESHIP,london,0.0,437.2,2773596.8,20140405_CUST00300_Cosmetics,2014,4,0,C
2014-02-02,CUST00301,Office Supplies,651.21,5768,SAVE20,toronto,0.2,520.9680000000001,3004943.4240000006,20140202_CUST00301_OfficeSupplies,2014,2,1,O
2010-09-01,CUST00302,Office Supplies,651.21,2923,PROMO11,london,0.11,579.5769,1694103.2787000001,20100901_CUST00302_OfficeSupplies,2010,9,1,O
2011-05-17,CUST00303,Office Supplies,651.21,9532,DISCOUNT5,mexico city,0.05,618.6495,5896967.034,20110517_CUST00303_OfficeSupplies,2011,5,0,O
2013-04-21,CUST00304,Beverages,47.45,4349,PROMO10,sydney,0.1,42.705000000000005,185724.045,20130421_CUST00304_Beverages,2013,4,1,B
2014-08-10,CUST00305,Beverages,47.45,8161,FREESHIP,toronto,0.0,47.45,387239.45,20140810_CUST00305_Beverages,2014,8,0,B
2010-09-19,CUST00306,Snacks,152.58,8786,PROMO10,mexico city,0.1,137.322,1206511.092,20100919_CUST00306_Snacks,2010,9,1,S
2013-04-13,CUST00307,Personal Care,81.73,6071,PROMO11,london,0.11,72.7397,441602.71869999997,20130413_CUST00307_PersonalCare,2013,4,1,P
2016-01-28,CUST00308,Fruits,9.33,6897,PROMO10,berlin,0.1,8.397,57914.109000000004,20160128_CUST00308_Fruits,2016,1,1,F
2013-12-09,CUST00309,Clothes,109.28,175,FREESHIP,mexico city,0.0,109.28,19124.0,20131209_CUST00309_Clothes,2013,12,0,C
2014-02-21,CUST00310,Cereal,205.7,1848,FREESHIP,toronto,0.0,205.7,380133.6,20140221_CUST00310_Cereal,2014,2,0,C
2017-06-09,CUST00311,Clothes,109.28,9888,FREESHIP,new york,0.0,109.28,1080560.64,20170609_CUST00311_Clothes,2017,6,0,C
2014-04-17,CUST00312,Household,668.27,9302,DISCOUNT5,london,0.05,634.8565,5905435.163,20140417_CUST00312_Household,2014,4,0,H
2011-05-20,CUST00313,Fruits,9.33,7124,SAVE20,mumbai,0.2,7.464,53173.536,20110520_CUST00313_Fruits,2011,5,1,F
2012-08-28,CUST00314,Vegetables,154.06,7422,DISCOUNT5,mumbai,0.05,146.357,1086261.654,20120828_CUST00314_Vegetables,2012,8,0,V
2015-07-25,CUST00315,Cosmetics,437.2,6296,PROMO11,paris,0.11,389.108,2449823.968,20150725_CUST00315_Cosmetics,2015,7,1,C
2014-10-27,CUST00316,Cosmetics,437.2,6874,DISCOUNT5,dubai,0.05,415.34,2855047.1599999997,20141027_CUST00316_Cosmetics,2014,10,0,C
2013-10-18,CUST00317,Household,668.27,4319,SAVE20,new york,0.2,534.616,2309006.5039999997,20131018_CUST00317_Household,2013,10,1,H
2013-02-15,CUST00318,Beverages,47.45,822,PROMO10,tokyo,0.1,42.705000000000005,35103.51,20130215_CUST00318_Beverages,2013,2,1,B
2014-07-08,CUST00319,Baby Food,255.28,607,PROMO11,sydney,0.11,227.1992,137909.9144,20140708_CUST00319_BabyFood,2014,7,1,B
2016-12-12,CUST00320,Cereal,205.7,4928,DISCOUNT5,new york,0.05,195.415,963005.12,20161212_CUST00320_Cereal,2016,12,0,C
2012-11-24,CUST00321,Cereal,205.7,7073,PROMO11,london,0.11,183.07299999999998,1294875.329,20121124_CUST00321_Cereal,2012,11,1,C
2014-11-03,CUST00322,Baby Food,255.28,7358,DISCOUNT5,sydney,0.05,242.516,1784432.728,20141103_CUST00322_BabyFood,2014,11,0,B
2013-08-03,CUST00323,Meat,421.89,8132,DISCOUNT5,new york,0.05,400.79549999999995,3259269.0059999996,20130803_CUST00323_Meat,2013,8,0,M
2012-05-23,CUST00324,Personal Care,81.73,8775,SAVE20,paris,0.2,65.384,573744.6,20120523_CUST00324_PersonalCare,2012,5,1,P
2015-07-22,CUST00325,Clothes,109.28,699,FREESHIP,new york,0.0,109.28,76386.72,20150722_CUST00325_Clothes,2015,7,0,C
2017-02-01,CUST00326,Clothes,109.28,2344,PROMO10,toronto,0.1,98.352,230537.08800000002,20170201_CUST00326_Clothes,2017,2,1,C
2012-01-28,CUST00327,Beverages,47.45,4186,SAVE20,dubai,0.2,37.96,158900.56,20120128_CUST00327_Beverages,2012,1,1,B
2015-08-03,CUST00328,Beverages,47.45,3729,SAVE20,new york,0.2,37.96,141552.84,20150803_CUST00328_Beverages,2015,8,1,B
2013-06-23,CUST00329,Baby Food,255.28,508,PROMO10,sydney,0.1,229.752,116714.016,20130623_CUST00329_BabyFood,2013,6,1,B
2011-08-03,CUST00330,Meat,421.89,1093,PROMO10,toronto,0.1,379.701,415013.193,20110803_CUST00330_Meat,2011,8,1,M
2016-10-30,CUST00331,Meat,421.89,4080,PROMO10,tokyo,0.1,379.701,1549180.08,20161030_CUST00331_Meat,2016,10,1,M
2010-09-05,CUST00332,Vegetables,154.06,5100,SAVE20,mexico city,0.2,123.248,628564.8,20100905_CUST00332_Vegetables,2010,9,1,V
2013-07-13,CUST00333,Beverages,47.45,1815,PROMO11,sydney,0.11,42.230500000000006,76648.35750000001,20130713_CUST00333_Beverages,2013,7,1,B
2012-10-09,CUST00334,Vegetables,154.06,8916,SAVE20,sydney,0.2,123.248,1098879.168,20121009_CUST00334_Vegetables,2012,10,1,V
2012-01-03,CUST00335,Vegetables,154.06,3127,DISCOUNT5,mumbai,0.05,146.357,457658.339,20120103_CUST00335_Vegetables,2012,1,0,V
2012-02-08,CUST00336,Baby Food,255.28,8203,SAVE20,mumbai,0.2,204.22400000000002,1675249.472,20120208_CUST00336_BabyFood,2012,2,1,B
2015-01-03,CUST00337,Clothes,109.28,9930,FREESHIP,mumbai,0.0,109.28,1085150.4,20150103_CUST00337_Clothes,2015,1,0,C
2012-05-13,CUST00338,Personal Care,81.73,1126,FREESHIP,mexico city,0.0,81.73,92027.98000000001,20120513_CUST00338_PersonalCare,2012,5,0,P
2012-01-13,CUST00339,Snacks,152.58,6639,DISCOUNT5,paris,0.05,144.951,962329.689,20120113_CUST00339_Snacks,2012,1,0,S
2011-07-30,CUST00340,Cereal,205.7,8349,SAVE20,mumbai,0.2,164.56,1373911.44,20110730_CUST00340_Cereal,2011,7,1,C
2017-03-13,CUST00341,Snacks,152.58,167,FREESHIP,mumbai,0.0,152.58,25480.86,20170313_CUST00341_Snacks,2017,3,0,S
2017-03-23,CUST00342,Office Supplies,651.21,3036,DISCOUNT5,toronto,0.05,618.6495,1878219.882,20170323_CUST00342_OfficeSupplies,2017,3,0,O
2016-03-16,CUST00343,Baby Food,255.28,9929,SAVE20,new york,0.2,204.22400000000002,2027740.0960000001,20160316_CUST00343_BabyFood,2016,3,1,B
2015-12-18,CUST00344,Beverages,47.45,851,PROMO10,new york,0.1,42.705000000000005,36341.955,20151218_CUST00344_Beverages,2015,12,1,B
2011-10-25,CUST00345,Fruits,9.33,7838,PROMO11,mumbai,0.11,8.303700000000001,65084.40060000001,20111025_CUST00345_Fruits,2011,10,1,F
2011-06-30,CUST00346,Baby Food,255.28,9958,FREESHIP,tokyo,0.0,255.28,2542078.24,20110630_CUST00346_BabyFood,2011,6,0,B
2016-03-27,CUST00347,Cosmetics,437.2,8309,DISCOUNT5,mexico city,0.05,415.34,3451060.0599999996,20160327_CUST00347_Cosmetics,2016,3,0,C
2016-12-23,CUST00348,Household,668.27,1021,DISCOUNT5,london,0.05,634.8565,648188.4865,20161223_CUST00348_Household,2016,12,0,H
2013-04-18,CUST00349,Fruits,9.33,8256,PROMO11,dubai,0.11,8.303700000000001,68555.3472,20130418_CUST00349_Fruits,2013,4,1,F
2017-03-08,CUST00350,Household,668.27,7205,PROMO10,mexico city,0.1,601.443,4333396.8149999995,20170308_CUST00350_Household,2017,3,1,H
2011-06-03,CUST00351,Personal Care,81.73,7092,FREESHIP,tokyo,0.0,81.73,579629.16,20110603_CUST00351_PersonalCare,2011,6,0,P
2013-11-30,CUST00352,Personal Care,81.73,4173,DISCOUNT5,toronto,0.05,77.6435,324006.32550000004,20131130_CUST00352_PersonalCare,2013,11,0,P
2013-05-11,CUST00353,Cereal,205.7,6733,DISCOUNT5,mumbai,0.05,195.415,1315729.1949999998,20130511_CUST00353_Cereal,2013,5,0,C
2010-11-13,CUST00354,Personal Care,81.73,89,DISCOUNT5,sydney,0.05,77.6435,6910.2715,20101113_CUST00354_PersonalCare,2010,11,0,P
2016-03-09,CUST00355,Office Supplies,651.21,1591,SAVE20,toronto,0.2,520.9680000000001,828860.0880000001,20160309_CUST00355_OfficeSupplies,2016,3,1,O
2013-08-19,CUST00356,Snacks,152.58,5618,FREESHIP,london,0.0,152.58,857194.4400000001,20130819_CUST00356_Snacks,2013,8,0,S
2011-04-19,CUST00357,Beverages,47.45,8581,SAVE20,london,0.2,37.96,325734.76,20110419_CUST00357_Beverages,2011,4,1,B
2014-07-20,CUST00358,Baby Food,255.28,3923,PROMO11,tokyo,0.11,227.1992,891302.4615999999,20140720_CUST00358_BabyFood,2014,7,1,B
2014-09-08,CUST00359,Beverages,47.45,7117,DISCOUNT5,mexico city,0.05,45.0775,320816.5675,20140908_CUST00359_Beverages,2014,9,0,B
2015-06-04,CUST00360,Household,668.27,668,DISCOUNT5,dubai,0.05,634.8565,424084.142,20150604_CUST00360_Household,2015,6,0,H
2013-12-19,CUST00361,Cereal,205.7,9113,PROMO11,mexico city,0.11,183.07299999999998,1668344.2489999998,20131219_CUST00361_Cereal,2013,12,1,C
2012-05-18,CUST00362,Cereal,205.7,4019,DISCOUNT5,paris,0.05,195.415,785372.885,20120518_CUST00362_Cereal,2012,5,0,C
2013-10-12,CUST00363,Cosmetics,437.2,8984,PROMO11,toronto,0.11,389.108,3495746.272,20131012_CUST00363_Cosmetics,2013,10,1,C
2011-01-02,CUST00364,Fruits,9.33,4638,DISCOUNT5,toronto,0.05,8.8635,41108.913,20110102_CUST00364_Fruits,2011,1,0,F
2013-02-02,CUST00365,Household,668.27,3642,PROMO11,mexico city,0.11,594.7603,2166117.0126,20130202_CUST00365_Household,2013,2,1,H
