customer_id,coupon_code,shipping_city
550,HOLIDAY15,Dallas
809,SPRINGSALE,Philadelphia
783,HOLIDAY15,Chicago
555,WELCOME20,Houston
464,SAVE10,New York
591,WELCOME20,San Antonio
214,HOLIDAY15,Philadelphia
169,WELCOME20,Los Angeles
702,WELCOME20,Dallas
166,SPRINGSALE,Houston
845,FREESHIP,Chicago
945,SAVE10,Houston
203,SAVE10,San Antonio
277,HOLIDAY15,Dallas
464,SAVE10,Los Angeles
491,FREESHIP,San Antonio
390,SPRINGSALE,Los Angeles
582,FREESHIP,San Antonio
771,FREESHIP,Dallas
485,WELCOME20,Chicago
139,FREESHIP,New York
406,WELCOME20,Chicago
831,SAVE10,Chicago
403,HOLIDAY15,San Diego
837,WELCOME20,Houston
706,HOLIDAY15,Dallas
466,FREESHIP,Houston
362,HOLIDAY15,San Diego
438,SAVE10,San Antonio
880,WELCOME20,New York
402,FREESHIP,New York
691,SPRINGSALE,Dallas
659,SPRINGSALE,Dallas
501,FREESHIP,San Diego
269,SPRINGSALE,Houston
203,SAVE10,New York
128,WELCOME20,San Antonio
268,WELCOME20,New York
494,SPRINGSALE,Dallas
796,WELCOME20,Dallas
762,FREESHIP,San Jose
154,FREESHIP,Los Angeles
198,WELCOME20,San Antonio
149,HOLIDAY15,Chicago
654,WELCOME20,Philadelphia
588,SAVE10,Los Angeles
374,SPRINGSALE,San Jose
447,SPRINGSALE,Philadelphia
922,FREESHIP,New York
783,SPRINGSALE,Dallas
578,FREESHIP,San Jose
753,SPRINGSALE,New York
567,SPRINGSALE,Dallas
547,WELCOME20,New York
921,HOLIDAY15,Dallas
649,WELCOME20,Chicago
343,WELCOME20,Los Angeles
494,FREESHIP,San Diego
680,WELCOME20,Philadelphia
153,SAVE10,San Jose
195,SPRINGSALE,Philadelphia
290,SAVE10,Phoenix
835,SPRINGSALE,Chicago
845,SPRINGSALE,Chicago
739,WELCOME20,San Diego
648,WELCOME20,San Diego
677,SPRINGSALE,Los Angeles
